id,company_id,bar_name,year,cocoa_pct,rating,bean_type,bean_origin
534,18,Trincheras,2014,0.75,3.0,,Venezuela
535,19,"San Juan",2016,0.7,3.5,Trinitario,Trinidad
536,19,"Kokoa Kamili",2016,0.7,3.75,,Tanzania
537,19,"Tien Giang",2016,0.73,3.5,Trinitario,Vietnam
538,19,"Hacienda Victoria",2016,0.7,3.25,,Ecuador
539,19,"Costa Esmeraldas",2016,0.7,3.25,,Ecuador
540,19,Lachua,2016,0.7,3.5,,Guatemala
541,19,Rugoso,2016,0.7,3.75,,Nicaragua
542,19,"La Masica, FHIA",2016,0.7,3.5,,Honduras
543,19,"Coto Brus, Terciopelo",2016,0.7,4.0,,"Costa Rica"
544,19,Phantom,2016,0.7,4.0,"Forastero (Nacional)",Peru
545,19,Elvesia,2016,0.7,3.75,,"Dominican Republic"
546,19,Matasawalevu,2016,0.7,3.25,,Fiji
547,19,"Lam Dong",2016,0.73,3.25,,Vietnam
548,19,"Fazenda Camboa",2015,0.7,3.5,,Brazil
549,19,Nacional,2015,0.68,3.5,"Forastero (Nacional)",Peru
550,19,"Puerto Quito, heirloom",2015,0.7,3.75,"Forastero (Nacional)",Ecuador
551,19,"Oko Caribe",2015,0.7,3.5,,"Domincan Republic"
552,19,"Maya Mountain",2015,0.7,3.75,Trinitario,Belize
553,19,Chuno,2015,0.7,4.0,"Criollo, Trinitario",Nicaragua
554,19,"Fazenda Camboa",2015,0.75,2.75,,Brazil
555,19,Guatemala,2015,0.7,3.25,,Guatemala
556,19,"Camino Verde",2015,0.75,3.5,,Ecuador
557,20,"Trinidad, Heritage, Limited ed.",2013,0.72,3.25,Trinitario,Trinidad
558,20,"Colombia, Casa Luker",2012,0.72,3.75,,Colombia
559,20,Haiti,2011,0.72,4.0,,Haiti
560,20,Panama,2011,0.72,2.75,,Panama
561,20,Venezuela,2010,1.0,1.75,,Venezuela
562,20,Jamaica,2010,0.72,3.75,Trinitario,Jamaica
563,20,"Costa Rica",2010,0.72,3.25,,"Costa Rica"
564,20,"Ba Ria Vung Tau Province",2010,0.72,3.25,Trinitario,Vietnam
565,20,Bali,2010,0.72,3.5,,Indonesia
566,20,"Ocumare, Venezuela",2009,0.75,2.5,"Criollo, Trinitario",Venezuela
567,20,Java,2009,0.72,2.75,Trinitario,Indonesia
568,20,"Brazil Rio Doce",2009,0.72,1.75,,Brazil
569,20,Madagascar,2009,0.8,3.0,"Criollo, Trinitario",Madagascar
570,20,Peru,2009,0.75,3.0,Criollo,Peru
571,20,"Dominican Republic",2009,0.72,3.25,Trinitario,"Dominican Republic"
572,20,Congo,2008,0.72,3.75,Forastero,Congo
573,21,"Orinoqua Region, Arauca",2013,0.72,2.75,Trinitario,Colombia
574,22,Mababa,2016,0.68,3.75,Trinitario,Tanzania
575,22,"Tenende, Uwate",2011,0.72,3.75,Trinitario,Tanzania
576,22,Cortes,2011,0.7,3.75,Trinitario,Honduras
577,22,Davao,2009,0.77,3.75,Trinitario,Philippines
578,22,Xoconusco,2007,0.75,2.5,Trinitario,Mexico
579,22,"San Jose del Tambo",2007,0.7,3.0,"Forastero (Arriba)",Ecuador
580,23,Houseblend,2015,0.8,3.25,,
581,23,"Papua New Guinea",2015,0.7,3.5,,"Papua New Guinea"
582,23,Sambirano,2012,0.7,3.0,Trinitario,Madagascar
583,23,Bahia,2012,0.7,2.5,,Brazil
584,23,Houseblend,2012,0.7,2.5,Blend,
585,24,"Bambamarca, 2015",2015,0.7,2.75,,Peru
586,24,"Huallabamba, 2015",2015,0.7,3.5,,Peru
587,25,Bahia,2015,0.7,3.5,,Brazil
588,25,"Maranon Canyon",2014,0.7,4.0,"Forastero (Nacional)",Peru
589,25,"Duarte Province",2012,0.7,3.25,,"Dominican Republic"
590,25,Chiapas,2012,0.7,3.5,,Mexico
591,25,Sambirano,2012,0.7,3.75,Trinitario,Madagascar
592,26,"single estate",2012,0.8,2.75,,"Costa Rica"
593,27,"Dominican Republic, Batch 3",2016,0.65,3.5,,"Domincan Republic"
594,27,Brazil,2016,0.7,3.75,,Brazil
595,27,Ecuador,2016,0.65,3.25,,Ecuador
596,28,"Asajaya E, NW Borneo, b. #132/4500",2017,0.73,3.0,,Malaysia
597,28,"Serian E., NW Borneo, b. #134/3800",2017,0.72,3.25,,Malaysia
598,29,"Brazil, Batch 20316",2016,0.8,2.75,,Brazil
599,29,"Dominican Republic, Batch 31616",2016,0.7,2.75,,"Domincan Republic"
600,29,"Ecuador, Batch 31516",2016,0.7,2.75,,Ecuador
601,29,Ecuador,2016,0.9,2.75,,Ecuador
602,30,"Costa Rica",2010,0.64,2.75,,"Costa Rica"
603,30,"Papua New Guinea",2010,0.64,2.75,,"Papua New Guinea"
604,30,Peru,2010,0.64,2.75,,Peru
605,30,Ecuador,2010,0.71,3.5,,Ecuador
606,31,"Kakao Kamili, Kilombero Valley",2016,0.7,3.5,"Criollo, Trinitario",Tanzania
607,31,"Alto Beni, Palos Blanco",2016,0.7,3.25,,Bolivia
608,31,"Oko Caribe, Duarte P.",2016,0.7,3.5,,"Domincan Republic"
609,32,"Belize south, low fermentation",2016,0.83,2.75,Trinitario,Belize
610,32,"Belize south",2016,0.78,3.0,Trinitario,Belize
611,32,"Belize south",2016,0.83,3.5,Trinitario,Belize
612,33,Baracoa,2013,0.74,3.5,Trinitario,Cuba
613,33,Chuao,2013,0.74,3.5,Criollo,Venezuela
614,33,"Cuyagua Village",2013,0.74,3.5,Criollo,Venezuela
615,33,"Rio Peripa H.",2013,0.73,4.0,Trinitario,Ecuador
616,33,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",2011,0.72,4.0,Trinitario,Indonesia
617,33,"Somia Plantation, Sambirano, 70hr C",2011,0.72,3.75,Trinitario,Madagascar
618,34,Nature,2012,0.55,2.75,,
619,35,Madagascar,2011,0.64,3.0,Trinitario,Madagascar
620,35,Maracaibo,2011,0.88,3.0,Criollo,Venezuela
621,35,"Indigena Amazonia, Grand Cru, Quizas",2011,0.72,3.5,,Venezuela
622,35,Ecuador,2011,0.72,4.0,,Ecuador
623,35,"Carenero S., Barlovento, Grand Cru",2010,0.7,3.25,Trinitario,Venezuela
624,35,"Porcelana, Premier Cru, Quizas No. 1",2010,0.74,3.25,"Criollo (Porcelana)",Venezuela
625,35,"Java, Grand Cru",2010,0.64,3.5,,Indonesia
626,35,"Ocumare, Premier Cru, Quizas No. 2",2010,0.72,3.5,,Venezuela
627,36,"Nicaragua, American style",2015,0.76,2.5,,Nicaragua
628,36,"San Andres, American style",2015,0.76,2.5,,"Costa Rica"
629,36,"San Andres, silk",2015,0.78,2.5,,"Costa Rica"
630,36,Belize,2015,0.86,3.25,Trinitario,Belize
631,37,Ghana,2012,0.72,3.5,Forastero,Ghana
632,37,"Bali, Singaraja",2010,0.75,3.25,,Indonesia
633,37,"2009 Hapa Nibby",2010,0.7,3.75,Blend,"Dominican Rep., Bali"
634,37,"Bali, Singaraja",2010,0.65,2.75,,Indonesia
635,37,"Sambirano, 2009",2010,0.7,3.0,Trinitario,Madagascar
636,37,"Ocumare, prototype",2010,0.78,3.0,Criollo,Venezuela
637,37,"Puerto Plata",2009,0.75,3.0,,"Dominican Republic"
638,37,"Puerto Plata",2009,0.65,3.5,,"Dominican Republic"
639,37,Sambirano,2009,0.75,3.25,Trinitario,Madagascar
640,37,Sambirano,2009,0.65,3.5,Trinitario,Madagascar
641,37,Sambirano,2008,0.71,3.0,Trinitario,Madagascar
642,37,"Bocas del Toro",2008,0.75,3.5,,Panama
643,37,"Puerto Plata",2008,0.68,3.75,,"Dominican Republic"
644,37,Ankasa,2008,0.7,3.0,Forastero,Ghana
645,38,"La Red",2008,0.7,2.75,,"Dominican Republic"
646,38,"Carenero Superior",2008,0.7,2.75,Trinitario,Venezuela
647,38,Matiguas,2008,0.7,3.0,,Nicaragua
648,39,"Blue Mountain Region",2014,0.7,2.75,Trinitario,Jamaica
649,40,"Congo, Grand Cru",2013,0.82,3.5,Forastero,Congo
650,40,"Organic Dark",2009,0.72,2.75,,
651,41,"Akesson's E., Sambirano V.",2016,0.82,3.5,Trinitario,Madagascar
652,41,Lachua,2016,0.75,2.75,,Guatemala
653,41,"Kokoa Kamili",2016,0.75,3.5,,Tanzania
654,41,"Zorzal Reserva",2016,0.75,3.0,,"Dominican Republic"
655,41,Guatemala,2012,0.7,3.5,,Guatemala
656,41,Madagascar,2012,0.7,3.75,Trinitario,Madagascar
657,42,"Selva Maya",2016,0.75,3.5,,Mexico
658,42,Kaori,2014,0.75,4.0,,Brazil
659,42,"Los Colorados, Santo Domingo, Equateur",2014,0.75,3.25,,"Dominican Republic"
660,42,Surfin,2014,0.65,3.75,,"Venez,Africa,Brasil,Peru,Mex"
661,42,Maragnam,2013,0.75,3.5,,Brazil
662,42,Gabon,2013,0.75,3.25,,Gabon
663,42,Cuba,2011,0.75,3.5,Trinitario,Cuba
664,42,"Cusco, Cacao Cusco",2011,0.75,3.5,,Peru
665,42,"Piura Blanco",2011,0.75,3.5,"Forastero (Nacional)",Peru
666,42,Libanio,2011,0.75,3.75,,Brazil
667,42,Haiti,2011,0.75,4.0,,Haiti
668,42,"Madagascar, 100% criollo",2011,0.75,4.0,Criollo,Madagascar
669,42,Juliana,2011,0.75,3.5,,Brazil
670,42,Jamaique,2011,0.75,3.25,Trinitario,Jamaica
671,42,"Ivory Coast",2009,0.75,3.0,,"Ivory Coast"
672,42,"Porcelana, Apotequil",2009,0.75,2.75,Criollo,Peru
673,42,"Porcelana, Tabasco, Marfil de Blanco",2009,0.75,3.0,Criollo,Mexico
674,42,"Xoconusco, cacao Real",2009,0.75,3.0,Criollo,Mexico
675,42,"Porcelana, Venezuela",2008,0.75,4.0,"Criollo (Porcelana)",Venezuela
676,42,Equateur,2007,0.75,2.5,"Forastero (Arriba)",Ecuador
677,42,Trinite,2006,0.75,3.75,Trinitario,Carribean
678,42,"Ocumare, Puerto Cabello",2006,0.75,4.0,,Venezuela
679,42,"Maracaibo, El Rosario",2006,0.75,4.0,Criollo,Venezuela
680,42,Madagascar,2006,0.75,4.0,Trinitario,Madagascar
681,42,"One Hundred",2006,1.0,1.5,,
682,42,Ceylan,2006,0.75,3.0,,"Sri Lanka"
683,42,Chuao,2006,0.75,4.0,Trinitario,Venezuela
684,43,"El Oro, Hacienda de Oro",2009,0.77,3.25,"Forastero (Arriba)",Ecuador
685,43,"El Oro, Hacienda de Oro",2009,1.0,1.5,"Forastero (Arriba)",Ecuador
686,44,"Maya Mountain",2014,0.7,2.75,Trinitario,Belize
687,44,Conacado,2014,0.7,2.75,,"Dominican Republic"
688,45,"Guasare, Zulia Prov.",2016,0.7,3.5,Criollo,Venezuela
689,45,"O'payo, Waslala",2016,0.7,3.75,,Nicaragua
690,45,Conacado,2015,0.68,3.75,,"Dominican Republic"
691,45,"Maya Mountain",2014,0.7,3.75,Trinitario,Belize
692,45,Chuao,2014,0.7,4.0,Trinitario,Venezuela
693,45,Cooproagro,2013,0.72,3.0,Trinitario,"Dominican Republic"
694,45,"Camino Verde, Guayas",2013,0.7,3.25,,Ecuador
695,45,Ghana,2013,0.75,3.5,Forastero,Ghana
696,45,"Chuao, Mantuano blend",2013,0.85,3.5,Trinitario,Venezuela
697,46,"Elvesia P.",2015,0.6,3.0,,"Dominican Republic"
698,46,"Elvesia P.",2015,0.8,3.25,,"Dominican Republic"
699,46,"Alta Verapaz, 2014",2015,0.7,3.5,,Guatemala
700,46,"Ambolikapiky P.",2015,0.8,2.75,,Madagascar
701,46,"Maya Mountain",2015,0.8,3.25,Trinitario,Belize
702,46,"Ambolikapkly P.",2015,0.6,3.25,,Madagascar
703,47,Jamaica,2013,0.7,3.0,Trinitario,Jamaica
704,48,"Somia Plantation",2014,0.72,3.0,Trinitario,Madagascar
705,48,"Marabel Farms",2014,0.7,3.5,,"Dominican Republic"
706,48,"Camino Verde, Balao, Guayas",2014,0.72,3.5,,Ecuador
707,48,"Gran Couva",2014,0.68,2.75,Trinitario,Trinidad
708,49,Ecuador,2015,0.7,3.25,,Ecuador
709,50,"Dominican Republic",2013,0.68,2.75,,"Dominican Republic"
710,51,Trinidad,2014,0.72,3.25,Trinitario,Trinidad
711,51,Mindo,2014,0.72,3.5,,Ecuador
712,51,Belize,2014,0.72,3.25,Trinitario,Belize
713,51,Blend,2014,0.72,3.25,Blend,
714,51,"Ecuador, Bob Bar",2014,0.6,2.5,,Ecuador
715,53,"Puerto Rico",2015,0.7,2.5,,"Puerto Rico"
716,54,Tumbes,2014,0.75,2.5,Criollo,Peru
717,54,"Dominican Republic, Love Bar",2010,0.75,2.5,,"Dominican Republic"
718,54,"Dominican Republic w/ nibs",2010,0.75,2.75,,"Dominican Republic"
719,54,Patanemo,2010,0.75,2.25,,Venezuela
720,55,"Grand 'Anse",2016,0.65,3.5,"Trinitario, Criollo",Haiti
721,55,"Santo Domingo",2010,0.7,3.0,,"Dominican Republic"
722,55,Tanzania,2008,0.75,2.0,,Tanzania
723,55,Venezuela,2007,0.72,2.0,,Venezuela
724,55,Mexico,2007,0.66,3.0,,Mexico
725,61,Chuao,2015,0.77,3.5,Trinitario,Venezuela
726,61,"Rio Caribe",2015,0.75,3.25,Trinitario,Venezuela
727,61,"Agua Fria - Sucre region",2014,0.75,2.5,,Venezuela
728,61,"Macuare - Miranda - Chloe formula",2014,0.74,3.25,,Venezuela
729,61,"Chuao, Aragua region",2014,0.75,3.5,Trinitario,Venezuela
922,114,Buto,2014,0.7,2.75,,Liberia
730,61,"Chuao, Aragua region",2014,0.7,3.75,Trinitario,Venezuela
731,62,"Hacienda la Trinidad",2015,0.74,3.25,,Venezuela
732,56,Macondo,2016,0.71,3.75,,Colombia
733,56,"Perla Negra",2016,0.74,3.75,,Colombia
734,56,Arhuacos,2015,0.72,3.75,,Colombia
735,56,"Sierra Nevada",2014,0.64,3.5,,Colombia
736,56,Tumaco,2014,0.7,3.5,,Colombia
737,56,"Boyaca, Aprocampa Coop, Pauna",2014,0.69,2.75,,Colombia
738,56,Arauca,2014,0.7,3.25,,Colombia
739,57,"Jutiapa, lot 050916D",2016,0.7,3.5,Trinitario,Honduras
740,58,"Criollo, Dominican Republic",2012,0.72,3.75,Criollo,"Dominican Republic"
741,58,"Dominican Republicm, rustic",2011,0.72,3.0,,"Dominican Republic"
742,58,"Dominican Republic",2011,0.66,3.75,,"Dominican Republic"
743,58,"Dominican Republic, rustic",2011,0.65,3.25,,"Dominican Republic"
744,59,"Mahali, Kasai",2016,0.7,3.5,Criollo,Congo
745,59,Madagascar,2010,0.71,3.5,Trinitario,Madagascar
746,59,Ecuador,2010,0.71,3.75,,Ecuador
747,59,Papua,2010,0.71,4.0,,"Papua New Guinea"
748,59,Grenada,2010,0.71,3.25,Trinitario,Grenada
749,59,Venezuela,2010,0.71,3.5,,Venezuela
750,59,Venezuela,2010,0.77,3.5,,Venezuela
751,59,"Porcelana, Tabasco, La Joya",2009,0.7,4.0,Criollo,Mexico
752,59,"Xoconusco, Chiapas",2009,0.7,4.0,Criollo,Mexico
753,60,Madagascar,2015,0.7,3.0,Trinitario,Madagascar
754,60,Peru,2015,0.7,3.25,,Peru
755,60,Vietnam,2015,0.7,3.5,Trinitario,Vietnam
756,63,Piura,2013,0.7,3.25,,Peru
757,64,Amazonia,2008,0.63,3.5,"Forastero (Arriba)",Ecuador
758,64,Esmeraldas,2008,0.71,3.5,"Forastero (Arriba)",Ecuador
759,64,Bolivar,2008,0.82,2.5,"Forastero (Arriba)",Ecuador
760,64,Pichincha,2008,0.91,1.5,"Forastero (Arriba)",Ecuador
761,65,Grenade,2008,0.6,2.75,Trinitario,Grenada
762,65,Baking,2007,0.7,1.0,,Ecuador
763,52,Cuba,2014,0.75,2.5,,Cuba
764,52,"Dominican Republic",2014,0.72,3.0,,"Dominican Republic"
765,52,"Lago di Como, Blu",2014,0.7,3.5,Blend,
766,52,Ecuador,2013,1.0,3.5,,Ecuador
767,52,Venezuela,2012,0.8,3.0,,Venezuela
768,52,"Sao Tome",2011,0.78,2.25,Forastero,"Sao Tome"
769,52,Trinidad,2011,0.7,2.5,Trinitario,Trinidad
770,66,Porcelana,2016,0.75,2.5,Criollo,Venezuela
771,66,Tanzania,2016,0.73,2.75,,Tanzania
772,66,"Porcelana, Batch 5163",2016,0.7,3.0,Criollo,Venezuela
773,66,Bolivia,2016,0.75,3.0,,Bolivia
774,66,Brazil,2016,0.7,3.25,Trinitario,Brazil
775,67,Esmeraldas,2008,0.77,2.0,"Forastero (Arriba)",Ecuador
776,67,Manabi,2008,0.77,2.5,"Forastero (Arriba)",Ecuador
777,67,"Los Rios",2008,0.77,2.75,"Forastero (Arriba)",Ecuador
778,67,Manabi,2008,0.55,3.0,"Forastero (Arriba)",Ecuador
779,67,"Los Rios",2008,0.55,3.25,"Forastero (Arriba)",Ecuador
780,67,Esmeraldas,2008,0.55,3.5,"Forastero (Arriba)",Ecuador
781,68,"Saidor Estate, Madang P.",2014,0.7,3.5,Trinitario,"Papua New Guinea"
782,68,"Kulili Estate",2014,0.7,3.75,,"Papua New Guinea"
783,69,"Antigua, Special Reserve",2015,0.72,3.5,,Guatemala
784,69,"Talamanca, Raul-Kekoldo community",2015,0.72,3.25,,"Costa Rica"
785,69,"Anselmo Paraiso Estate",2015,0.72,3.5,,"Costa Rica"
786,69,"Costa Rica",2012,0.72,3.0,Forastero,"Costa Rica"
787,69,"Costa Rica",2012,0.8,2.75,Forastero,"Costa Rica"
788,70,Arauca,2016,0.65,3.0,Trinitario,Colombia
789,70,Tumaco,2016,0.65,3.25,Trinitario,Colombia
790,70,Cordoba,2016,0.65,3.25,Trinitario,Colombia
791,70,Huila,2016,0.65,3.5,Trinitario,Colombia
792,70,Cesar,2016,0.65,3.5,CCN51,Colombia
793,71,"Maya Mtn, Batch 454, Heirloom",2016,0.72,4.0,Trinitario,Belize
794,71,"the lost city, gracias a dias, batch 362",2015,0.72,3.5,Trinitario,Honduras
795,71,"Duarte, Batch 360",2015,0.7,3.75,"Criollo, Trinitario","Domincan Republic"
796,71,"Piaroa, Amazonas, Batch 350",2015,0.72,3.5,,Venezuela
797,71,"Sierra Nevada",2014,0.72,3.5,"Criollo, Trinitario",Colombia
798,71,Arauca,2014,0.76,3.5,"Criollo, Trinitario",Colombia
799,71,"Elvesia P.",2014,0.7,2.75,Trinitario,"Dominican Republic"
800,71,Bolivia,2013,0.7,3.0,Trinitario,Bolivia
801,71,Conacado,2013,0.73,3.5,Trinitario,"Dominican Republic"
802,71,"San Martin",2013,0.7,2.5,Criollo,Peru
803,71,"Guaniamo, Amazonas",2013,0.7,3.25,,Venezuela
804,71,Nicaragua,2013,0.72,3.25,Trinitario,Nicaragua
805,71,Tumbes,2013,0.7,2.75,Criollo,Peru
806,71,Guaniamo,2013,0.72,3.0,,Venezuela
807,72,Ecuador,2014,0.7,2.5,,Ecuador
808,72,Peru,2014,0.7,2.75,,Peru
809,72,Venezuela,2014,0.7,2.75,,Venezuela
810,72,Bolivia,2014,0.7,3.0,,Bolivia
811,73,Equateur,2009,0.72,2.75,,Ecuador
812,74,Uganda,2014,0.7,2.75,Forastero,Uganda
813,75,"Maya Mtn",2016,0.7,3.25,,Belize
814,76,Arriba,2010,0.55,2.75,"Forastero (Arriba)",Ecuador
815,76,"Los Rios",2008,0.75,3.0,"Forastero (Arriba)",Ecuador
816,77,"la Amistad",2014,0.7,3.5,,"Costa Rica"
817,78,"Blend No. 1",2011,0.7,3.5,,
818,79,Ecuador,2015,0.7,3.25,,Ecuador
819,80,"Maya Mountain w/ nibs",2014,0.75,3.0,Trinitario,Belize
820,80,"Maya Mountain",2014,0.82,3.25,Trinitario,Belize
821,81,"Mekong Delta, early 2014 Harvest",2015,0.7,2.75,Trinitario,Vietnam
822,81,"Tawau, Oct. 2015 Harvest",2015,0.7,3.5,Trinitario,Malaysia
823,84,Peru,2015,0.65,2.5,Criollo,Peru
824,84,"Peru + nibs",2015,0.65,2.75,Criollo,Peru
825,84,"Dominican Republic",2015,0.8,2.5,,"Dominican Republic"
826,83,Madagascar,2011,0.7,3.75,Trinitario,Madagascar
827,83,Venezuela,2011,0.68,3.75,,Venezuela
828,85,"Tumbes, Zarumilla",2016,0.9,2.5,,Peru
829,85,"Philly Blend, 5 plantations",2016,0.8,2.5,,
830,86,"Wild Bolivian",2016,0.7,2.5,,Bolivia
831,86,Uganda,2016,0.7,2.75,,Uganda
832,86,"Dominican Republic",2016,0.6,3.0,,"Dominican Republic"
833,86,"Dominican Republic",2016,0.75,3.0,,"Dominican Republic"
834,86,Ocumare,2016,0.8,3.0,"Criollo (Ocumare)",Venezuela
835,86,Ecuador,2016,0.7,3.25,,Ecuador
836,86,Nicaragua,2016,0.8,2.75,,Nicaragua
837,87,Peru,2014,0.74,2.75,,Peru
838,88,"Tres Hombres",2015,0.75,3.25,Trinitario,"Dominican Republic"
839,88,"Congo, Gorilla bar",2015,0.68,3.5,Forastero,Congo
840,88,"Peru, Awagum bar",2015,0.8,3.75,Criollo,Peru
841,89,Maranon,2015,0.69,3.75,"Forastero (Nacional)",Peru
842,89,"Carenero Superior",2015,0.8,3.75,Trinitario,Venezuela
843,89,Peru,2013,0.7,3.75,"Forastero (Nacional)",Peru
